Customer ID,Monetary,Frequency,LastInvoiceDate,Recency,Cluster,Cluster_Label,Monetary per 100 pounds
14757,420.5,1,9/25/2011 14:36,74,2,New,4.205
14758,2864.97,7,7/18/2011 8:21,144,0,Mid-Tire,28.6497
14759,1625.97,3,12/5/2011 12:03,4,2,New,16.2597
14760,89.2,1,2/15/2011 16:27,296,1,At Risk,0.892
14761,447.92,3,10/12/2011 12:10,58,2,New,4.4792
14762,417.57,2,3/21/2011 8:20,263,2,New,4.1757
14764,278.3,1,10/24/2011 11:54,46,2,New,2.783
14765,254.11,3,11/10/2011 19:53,28,2,New,2.5411
14766,6556.13,11,12/1/2011 16:05,7,0,Mid-Tire,65.5613
14767,382.81,1,8/22/2010 14:54,473,1,At Risk,3.8281
14768,192.6,2,11/22/2011 12:54,16,2,New,1.926
14770,3637.64,8,4/21/2011 14:21,231,0,Mid-Tire,36.3764
14771,594.62,2,3/28/2010 12:52,620,1,At Risk,5.9462
14772,139.26,1,8/19/2011 15:04,111,2,New,1.3926
14773,140.55,1,4/26/2010 10:29,592,1,At Risk,1.4055
14774,241.45,1,6/29/2010 12:26,528,1,At Risk,2.4145
14775,1418.46,3,10/12/2011 15:27,57,2,New,14.1846
14776,3708.3,15,10/19/2011 15:34,50,0,Mid-Tire,37.083
14777,307.56,1,11/1/2010 12:50,403,1,At Risk,3.0756
14778,730.86,2,8/4/2011 15:23,126,2,New,7.3086
14779,386.15,3,3/4/2011 12:42,280,2,New,3.8615
14780,447.68,2,10/16/2011 12:46,54,2,New,4.4768
14782,200.1,1,1/24/2011 11:12,319,1,At Risk,2.001
14783,307.3,1,2/18/2010 16:16,658,1,At Risk,3.073
14784,449.93,3,11/13/2011 13:30,25,2,New,4.4993
14785,77.4,2,11/29/2011 13:21,9,2,New,0.774
14786,90.96,1,6/7/2010 13:42,549,1,At Risk,0.9096
14787,110.65,1,8/25/2010 14:38,470,1,At Risk,1.1065
14788,1156.32,3,12/2/2011 17:06,6,2,New,11.5632
14789,197.64,1,11/11/2011 8:59,28,2,New,1.9764
14790,2526.62,10,11/23/2011 9:28,16,0,Mid-Tire,25.2662
14791,303.63,1,4/12/2010 10:24,606,1,At Risk,3.0363
14792,6.2,1,10/7/2011 9:19,63,2,New,0.062
14793,625.9,2,11/18/2011 14:50,20,2,New,6.259
14794,1953.9,10,12/7/2011 10:11,2,0,Mid-Tire,19.539
14795,131.45,1,6/26/2011 13:04,165,2,New,1.3145
14797,300.31,1,7/20/2010 14:07,506,1,At Risk,3.0031
14798,724.31,8,10/18/2011 10:58,52,0,Mid-Tire,7.2431
14799,338.15,2,10/19/2011 16:16,50,2,New,3.3815
14801,193.14,1,10/9/2011 15:24,60,2,New,1.9314
14803,845.55,3,6/30/2011 13:58,161,2,New,8.4555
14804,353.27,1,12/1/2011 11:20,8,2,New,3.5327
14805,1104.64,7,11/24/2011 16:20,14,2,New,11.0464
14806,303.43,2,9/25/2011 15:32,74,2,New,3.0343
14807,519.29,2,11/14/2010 12:47,390,1,At Risk,5.1929
14808,2741.17,8,10/31/2011 12:21,39,0,Mid-Tire,27.4117
14809,686.76,2,3/28/2010 15:44,620,1,At Risk,6.8676
14810,2537.02,13,10/30/2011 11:19,40,0,Mid-Tire,25.3702
14811,170.5,1,11/17/2010 13:09,386,1,At Risk,1.705
14812,185.8,1,4/20/2010 12:13,598,1,At Risk,1.858
14813,1090.87,4,12/5/2010 11:57,369,1,At Risk,10.9087
14814,159.21,1,5/7/2010 14:10,580,1,At Risk,1.5921
14815,778.5,2,11/3/2011 11:36,36,2,New,7.785
14816,271.85,1,5/26/2011 13:16,196,2,New,2.7185
14817,3609.86,7,5/23/2011 13:35,199,0,Mid-Tire,36.0986
14818,1170.41,6,9/27/2011 11:01,73,2,New,11.7041
14819,470.16,4,10/6/2011 13:41,63,2,New,4.7016
14820,1274.76,9,11/18/2011 15:41,20,0,Mid-Tire,12.7476
14821,1286.45,7,12/8/2010 8:43,366,1,At Risk,12.8645
14822,157.7,1,8/11/2010 12:52,484,1,At Risk,1.577
14823,321.43,3,6/12/2011 13:12,179,2,New,3.2143
14824,4022.91,10,11/29/2011 14:20,9,0,Mid-Tire,40.2291
14826,385.2,2,5/7/2010 9:00,581,1,At Risk,3.852
14828,9839.46,13,5/27/2011 10:16,196,0,Mid-Tire,98.3946
14829,1692.84,7,11/10/2011 16:16,28,2,New,16.9284
14830,196.28,1,10/17/2011 14:29,52,2,New,1.9628
14831,1676.57,3,1/28/2010 14:31,679,1,At Risk,16.7657
14833,94.8,1,7/29/2010 10:06,498,1,At Risk,0.948
14834,2206.16,7,11/22/2011 10:30,17,2,New,22.0616
14835,297,2,6/29/2010 10:08,528,1,At Risk,2.97
14836,102.45,3,11/29/2011 16:45,9,2,New,1.0245
14837,3460.32,9,9/11/2011 10:58,89,0,Mid-Tire,34.6032
14838,773.67,2,10/12/2010 15:46,422,1,At Risk,7.7367
14839,915.28,3,10/17/2010 13:01,417,1,At Risk,9.1528
14840,362.71,2,3/17/2011 12:00,267,2,New,3.6271
14841,7163,14,10/17/2011 15:03,52,0,Mid-Tire,71.63
14842,2824.69,4,10/27/2011 12:37,43,2,New,28.2469
14843,211.8,1,9/29/2010 12:39,436,1,At Risk,2.118
14844,6702.43,10,10/7/2011 10:41,63,0,Mid-Tire,67.0243
14845,150,1,4/19/2010 10:19,599,1,At Risk,1.5
14846,437.4,1,10/8/2010 17:07,426,1,At Risk,4.374
14847,1348.95,3,7/14/2011 10:52,148,2,New,13.4895
14848,310.56,1,10/31/2010 12:22,404,1,At Risk,3.1056
14850,1794.01,7,2/1/2011 11:21,311,2,New,17.9401
14851,829.41,3,11/16/2011 14:20,22,2,New,8.2941
14853,1376.87,5,11/15/2011 16:56,23,2,New,13.7687
14854,4322.86,11,9/22/2011 17:00,77,0,Mid-Tire,43.2286
14855,6520.3,7,8/12/2011 14:02,118,0,Mid-Tire,65.203
14856,1311.38,3,11/3/2011 14:53,35,2,New,13.1138
14857,3651.851,7,10/11/2011 9:23,59,0,Mid-Tire,36.51851
14858,180.75,1,7/22/2010 10:51,505,1,At Risk,1.8075
14859,1705.64,5,11/27/2011 11:18,12,2,New,17.0564
14860,170.32,1,11/20/2011 14:17,18,2,New,1.7032
14861,1380.73,10,10/18/2011 12:54,51,0,Mid-Tire,13.8073
14862,841.2,2,11/14/2011 10:01,25,2,New,8.412
14863,266.76,1,11/10/2011 15:04,28,2,New,2.6676
14865,129.72,4,12/2/2011 16:25,6,2,New,1.2972
14867,2952.06,16,6/7/2011 11:39,185,0,Mid-Tire,29.5206
14868,4184.01,12,12/6/2011 14:49,2,0,Mid-Tire,41.8401
14869,2804.24,6,12/1/2011 12:36,8,2,New,28.0424
14870,1838.95,6,3/23/2011 10:51,261,2,New,18.3895
14871,1258.97,9,12/6/2011 13:42,2,0,Mid-Tire,12.5897
14872,816.6,3,8/13/2010 12:34,483,1,At Risk,8.166
14873,854.13,2,5/13/2011 13:52,209,2,New,8.5413
14874,116.18,1,6/22/2010 14:58,534,1,At Risk,1.1618
14875,2862.4,3,8/24/2011 12:20,107,2,New,28.624
14876,256.7,2,7/6/2010 14:57,520,1,At Risk,2.567
14877,437,2,10/17/2010 13:09,417,1,At Risk,4.37
14879,185.06,1,1/24/2010 11:35,684,1,At Risk,1.8506
14880,706.19,3,9/23/2011 13:42,76,2,New,7.0619
14881,255.4,1,11/20/2011 11:06,19,2,New,2.554
14882,3628.15,14,11/13/2011 12:47,26,0,Mid-Tire,36.2815
14883,761.59,6,11/21/2011 10:23,18,2,New,7.6159
14884,120.6,1,2/8/2010 12:56,668,1,At Risk,1.206
14885,1598.12,3,7/31/2011 12:05,131,2,New,15.9812
14886,364.8,1,4/1/2011 8:56,252,2,New,3.648
14887,1862,1,9/21/2011 15:32,78,2,New,18.62
14888,369.2,1,5/16/2011 14:58,206,2,New,3.692
14889,135.9,1,1/7/2011 15:19,335,1,At Risk,1.359
14890,817.25,3,3/31/2011 11:57,253,2,New,8.1725
14891,1106.73,4,7/14/2011 18:08,147,2,New,11.0673
14892,202.35,1,1/18/2010 8:58,690,1,At Risk,2.0235
14893,1809.61,3,11/30/2011 12:31,9,2,New,18.0961
14894,1492.81,3,9/15/2011 13:51,84,2,New,14.9281
14896,2092.42,8,5/19/2011 10:20,204,0,Mid-Tire,20.9242
14897,3140.54,8,12/2/2011 10:32,7,0,Mid-Tire,31.4054
14898,3507.81,14,11/16/2011 14:54,22,0,Mid-Tire,35.0781
14899,1384.88,1,11/9/2010 15:20,394,1,At Risk,13.8488
14900,13.92,1,7/5/2010 15:09,521,1,At Risk,0.1392
14901,2289.65,12,11/28/2011 17:09,10,0,Mid-Tire,22.8965
14902,1035.62,3,11/14/2011 10:34,25,2,New,10.3562
14903,2810.63,5,11/18/2011 16:07,20,2,New,28.1063
14904,1640.64,4,12/7/2011 12:55,1,2,New,16.4064
14905,1971.39,8,7/5/2011 12:41,157,0,Mid-Tire,19.7139
14907,6165.79,16,12/6/2011 14:14,2,0,Mid-Tire,61.6579
14908,381.9,2,9/26/2011 12:56,73,2,New,3.819
14909,1404.68,3,9/28/2010 16:56,436,1,At Risk,14.0468
14910,434.35,4,12/7/2011 10:06,2,2,New,4.3435
14912,1849.58,5,11/23/2011 9:20,16,2,New,18.4958
14913,4073.13,8,11/4/2011 8:29,35,0,Mid-Tire,40.7313
14915,1811.25,11,9/9/2011 13:34,90,0,Mid-Tire,18.1125
14916,3042.95,8,9/30/2011 9:20,70,0,Mid-Tire,30.4295
14917,1123.75,2,4/22/2010 11:28,596,1,At Risk,11.2375
14918,5955.81,9,8/16/2011 11:50,115,0,Mid-Tire,59.5581
14919,359.35,1,6/18/2010 13:06,538,1,At Risk,3.5935
14920,1607.17,3,5/11/2011 10:32,212,2,New,16.0717
14921,1316.07,2,11/9/2011 13:17,29,2,New,13.1607
14922,843.74,2,11/11/2010 11:14,393,1,At Risk,8.4374
14923,749.1,1,10/20/2011 11:51,50,2,New,7.491
14924,931.01,3,4/8/2011 9:25,245,2,New,9.3101
14926,359.4,2,11/23/2010 7:13,381,1,At Risk,3.594
14927,308.2,1,11/8/2010 12:30,396,1,At Risk,3.082
14928,223.91,1,3/22/2010 9:14,627,1,At Risk,2.2391
14929,836.69,2,11/7/2011 17:21,31,2,New,8.3669
14930,5246.63,6,8/23/2011 10:31,108,0,Mid-Tire,52.4663
14931,864.68,4,12/5/2011 10:19,4,2,New,8.6468
14932,879.66,2,12/9/2010 11:48,365,1,At Risk,8.7966
14933,1770,4,9/22/2010 10:47,443,1,At Risk,17.7
14934,3403.5,5,9/19/2011 10:10,81,2,New,34.035
14935,2849.83,2,2/15/2011 14:44,296,1,At Risk,28.4983
14936,12410.81,12,11/6/2011 10:30,33,0,Mid-Tire,124.1081
14937,1621.88,3,10/14/2011 12:29,56,2,New,16.2188
14938,2322.43,2,5/26/2010 13:38,561,1,At Risk,23.2243
14940,531.49,2,10/18/2010 10:47,417,1,At Risk,5.3149
14941,182.1,1,5/10/2010 11:30,578,1,At Risk,1.821
14942,746.56,4,11/3/2010 10:51,401,1,At Risk,7.4656
14943,107.62,1,2/14/2010 16:04,662,1,At Risk,1.0762
14945,179.4,1,10/22/2010 11:26,413,1,At Risk,1.794
14946,100.9,1,11/25/2011 13:33,13,2,New,1.009
14947,1049.79,6,9/28/2011 15:48,71,2,New,10.4979
14948,1101.97,6,11/16/2011 17:16,22,2,New,11.0197
14949,515,4,8/27/2010 15:38,468,1,At Risk,5.15
14950,371.2,1,11/20/2011 13:48,18,2,New,3.712
14951,311.69,1,9/21/2011 15:15,78,2,New,3.1169
14953,1011.27,4,11/14/2011 14:59,24,2,New,10.1127
14954,503.44,2,11/27/2011 14:30,11,2,New,5.0344
14955,163.77,1,12/7/2009 11:35,732,1,At Risk,1.6377
14956,1325,1,10/14/2010 16:40,420,1,At Risk,13.25
14957,333.29,2,3/31/2011 17:59,252,2,New,3.3329
14958,957.94,6,7/15/2011 14:20,146,2,New,9.5794
14959,695.42,4,10/6/2011 18:23,63,2,New,6.9542
14960,221.27,2,12/1/2011 12:54,7,2,New,2.2127
14962,366.91,4,3/14/2011 9:42,270,2,New,3.6691
14963,3164.48,12,11/30/2011 12:16,9,0,Mid-Tire,31.6448
14964,206.21,1,4/6/2011 14:13,246,2,New,2.0621
14965,599,2,9/4/2011 13:20,95,2,New,5.99
14966,1115.84,6,11/25/2011 12:20,14,2,New,11.1584
14967,1982.61,6,10/21/2011 11:06,49,2,New,19.8261
14968,501.24,2,11/9/2011 13:58,29,2,New,5.0124
14969,906.23,1,1/5/2010 12:43,703,1,At Risk,9.0623
14970,4919.35,12,10/2/2011 13:44,67,0,Mid-Tire,49.1935
14971,1116.57,3,11/4/2011 17:07,34,2,New,11.1657
14972,145.07,2,8/3/2011 14:54,127,2,New,1.4507
14973,1314.45,3,8/24/2011 15:51,106,2,New,13.1445
14974,114.39,1,11/2/2011 13:01,36,2,New,1.1439
14975,472.39,2,10/13/2011 14:08,56,2,New,4.7239
14976,774.86,6,10/13/2011 16:33,56,2,New,7.7486
14977,31.93,1,12/14/2009 10:37,725,1,At Risk,0.3193
14978,3142.14,10,9/28/2011 13:07,71,0,Mid-Tire,31.4214
14979,439.46,1,12/4/2009 12:54,734,1,At Risk,4.3946
14980,150.68,1,12/2/2009 14:09,736,1,At Risk,1.5068
14981,372.92,2,4/7/2011 13:45,245,2,New,3.7292
14982,234.88,1,5/16/2010 15:52,571,1,At Risk,2.3488
14983,183.2,1,1/19/2010 17:32,688,1,At Risk,1.832
14984,1271.41,6,11/20/2011 14:28,18,2,New,12.7141
14985,296.75,2,5/25/2011 14:29,197,2,New,2.9675
14986,566.9,2,11/28/2010 15:25,375,1,At Risk,5.669
14987,1713.85,8,11/24/2011 9:59,15,0,Mid-Tire,17.1385
14988,2066.6,7,5/12/2011 12:05,211,2,New,20.666
14989,342.4,1,2/16/2010 10:40,661,1,At Risk,3.424
14990,305.42,2,4/6/2010 13:54,611,1,At Risk,3.0542
14991,314.67,1,10/5/2010 13:01,429,1,At Risk,3.1467
14992,210.5,1,9/23/2010 17:48,441,1,At Risk,2.105
14993,36.13,1,5/25/2010 12:47,563,1,At Risk,0.3613
14994,956.68,5,11/22/2010 12:59,381,1,At Risk,9.5668
14995,233.23,2,11/1/2011 11:39,38,2,New,2.3323
14996,442.29,2,8/15/2010 13:44,480,1,At Risk,4.4229
14997,776.6,4,10/24/2011 13:28,45,2,New,7.766
14998,770.73,4,6/22/2011 17:30,169,2,New,7.7073
14999,129.48,1,4/26/2010 10:47,592,1,At Risk,1.2948
15000,490.52,1,10/23/2011 11:42,47,2,New,4.9052
15001,228.86,2,11/10/2010 13:51,393,1,At Risk,2.2886
15002,4817.28,9,8/16/2011 10:44,115,0,Mid-Tire,48.1728
15003,1060.7,6,8/23/2010 15:44,472,1,At Risk,10.607
15004,1245.93,1,7/15/2011 14:05,146,2,New,12.4593
15006,820.19,2,10/19/2011 15:08,50,2,New,8.2019
15007,156.91,1,7/3/2011 16:00,158,2,New,1.5691
15008,360,2,8/16/2010 13:09,479,1,At Risk,3.6
15009,1261.78,3,11/27/2011 13:35,11,2,New,12.6178
15010,308.94,1,11/4/2011 12:42,35,2,New,3.0894
15011,416.6,2,11/9/2010 11:10,395,1,At Risk,4.166
15012,860.62,3,10/17/2011 12:22,53,2,New,8.6062
15013,1641.3,10,8/9/2010 12:05,487,0,Mid-Tire,16.413
15014,260.17,2,10/27/2011 20:07,42,2,New,2.6017
15015,2354.52,13,7/26/2010 13:50,500,0,Mid-Tire,23.5452
15016,630.3,5,6/20/2011 12:06,172,2,New,6.303
15017,125.58,1,11/6/2011 10:33,33,2,New,1.2558
15018,607.46,3,11/1/2011 12:47,38,2,New,6.0746
15019,266,1,3/18/2011 12:35,266,1,At Risk,2.66
15020,203.42,1,11/25/2010 13:29,378,1,At Risk,2.0342
15021,2783.83,12,12/1/2011 11:53,8,0,Mid-Tire,27.8383
15022,1186.09,5,11/28/2011 12:35,11,2,New,11.8609
15024,4075.51,16,11/30/2011 12:06,9,0,Mid-Tire,40.7551
15025,1005.14,2,11/6/2011 15:20,32,2,New,10.0514
15026,1056.81,5,9/20/2011 13:52,79,2,New,10.5681
15027,3195.6,10,11/9/2011 10:16,30,0,Mid-Tire,31.956
15028,1157.71,6,12/1/2011 14:06,7,2,New,11.5771
15029,365.1,1,3/30/2010 12:16,619,1,At Risk,3.651
15030,1979.91,8,9/29/2011 10:50,71,0,Mid-Tire,19.7991
15031,3156.58,14,12/5/2011 14:19,3,0,Mid-Tire,31.5658
15032,13780.65,8,3/28/2011 15:03,255,0,Mid-Tire,137.8065
15033,2583.37,10,12/5/2011 12:40,4,0,Mid-Tire,25.8337
15034,8313.4,14,11/24/2011 12:11,15,0,Mid-Tire,83.134
15035,252.73,1,9/11/2011 11:08,89,2,New,2.5273
15036,465.55,3,9/28/2011 15:42,71,2,New,4.6555
15037,402.51,2,11/28/2010 13:05,375,1,At Risk,4.0251
15038,1309.86,9,10/12/2011 11:33,58,0,Mid-Tire,13.0986
15040,7.49,1,6/16/2010 11:40,541,1,At Risk,0.0749
15041,293.6,2,6/22/2011 16:16,169,2,New,2.936
15042,315.45,2,5/24/2011 16:25,198,2,New,3.1545
15043,2858.8,6,11/8/2011 14:26,30,2,New,28.588
15045,735.66,2,7/11/2011 11:33,151,2,New,7.3566
15047,343.62,1,3/15/2011 10:49,269,1,At Risk,3.4362
15048,482.75,4,10/5/2011 14:55,64,2,New,4.8275
15049,121.17,1,3/11/2011 12:13,273,1,At Risk,1.2117
15050,4193.79,5,11/14/2011 16:17,24,2,New,41.9379
15051,3935.16,9,11/16/2011 15:38,22,0,Mid-Tire,39.3516
15052,215.78,1,1/24/2011 15:52,318,1,At Risk,2.1578
15053,697.79,3,12/5/2011 12:08,4,2,New,6.9779
15054,302.1,2,11/27/2011 15:02,11,2,New,3.021
15055,560.07,3,8/22/2010 11:06,474,1,At Risk,5.6007
15056,133.45,1,7/7/2010 15:58,519,1,At Risk,1.3345
15057,3255.96,5,3/9/2011 15:17,274,2,New,32.5596
15058,3410.03,16,11/14/2011 14:57,24,0,Mid-Tire,34.1003
15060,301.84,4,12/1/2011 13:47,7,2,New,3.0184
15062,2585.62,8,9/29/2011 16:51,70,0,Mid-Tire,25.8562
15063,370.8,1,5/10/2011 13:25,212,2,New,3.708
15064,1154.41,4,10/25/2010 14:32,409,1,At Risk,11.5441
15065,3326.86,5,11/2/2011 9:45,37,2,New,33.2686
15066,893.59,1,10/17/2011 13:25,52,2,New,8.9359
15067,3877.88,5,9/22/2011 13:20,77,2,New,38.7788
15068,1176.85,4,10/24/2011 14:47,45,2,New,11.7685
15069,1109.53,1,6/13/2011 14:16,178,2,New,11.0953
15070,843.25,3,12/2/2010 11:23,372,1,At Risk,8.4325
15071,1455.56,4,9/7/2011 11:43,93,2,New,14.5556
15072,187.52,1,8/17/2010 15:46,478,1,At Risk,1.8752
15073,2788.02,8,11/30/2011 10:44,9,0,Mid-Tire,27.8802
15074,1566.33,3,8/26/2011 14:45,104,2,New,15.6633
15075,773.03,1,9/23/2011 12:27,77,2,New,7.7303
15076,1447.74,3,6/20/2011 8:23,172,2,New,14.4774
15077,2428.08,2,8/2/2010 11:13,494,1,At Risk,24.2808
15079,3767.35,11,5/11/2011 12:45,212,0,Mid-Tire,37.6735
15080,546.25,2,10/8/2010 11:52,427,1,At Risk,5.4625
15081,1965.72,12,11/17/2011 17:08,21,0,Mid-Tire,19.6572
15082,93.35,1,2/9/2010 10:23,668,1,At Risk,0.9335
15083,88.2,1,3/28/2011 12:18,256,2,New,0.882
15084,965.2,2,11/25/2010 11:58,379,1,At Risk,9.652
15085,347.54,1,12/10/2009 11:47,729,1,At Risk,3.4754
15086,218.53,2,5/24/2010 12:27,564,1,At Risk,2.1853
15087,306.94,1,3/3/2011 10:34,281,1,At Risk,3.0694
15088,1160.07,2,11/18/2011 13:14,20,2,New,11.6007
15089,2420.84,6,11/29/2011 16:31,9,2,New,24.2084
15090,381.32,1,2/4/2011 14:03,307,1,At Risk,3.8132
15091,1046.61,3,10/3/2011 12:47,67,2,New,10.4661
15092,776.46,3,5/8/2011 14:10,214,2,New,7.7646
15094,83,2,9/2/2010 16:55,462,1,At Risk,0.83
15095,3141.64,10,8/28/2011 12:01,103,0,Mid-Tire,31.4164
15096,219.39,1,10/28/2011 10:27,42,2,New,2.1939
15097,908.35,3,12/5/2011 14:03,3,2,New,9.0835
15098,39916.5,3,6/10/2011 15:33,181,0,Mid-Tire,399.165
15099,410.48,1,9/16/2011 13:13,83,2,New,4.1048
15100,2894.7,7,1/10/2011 10:35,333,0,Mid-Tire,28.947
15101,1477.94,6,12/1/2011 10:18,8,2,New,14.7794
15102,554.67,2,6/27/2010 12:16,530,1,At Risk,5.5467
15103,703.36,2,11/8/2011 14:53,30,2,New,7.0336
15104,1027.44,2,5/27/2011 12:29,196,2,New,10.2744
15105,3094.91,9,11/21/2011 16:54,17,0,Mid-Tire,30.9491
15106,1422.52,5,11/22/2011 9:16,17,2,New,14.2252
15107,940.35,9,2/1/2011 14:46,310,0,Mid-Tire,9.4035
15108,1159.25,3,7/21/2011 10:24,141,2,New,11.5925
15109,983.1,3,4/8/2011 9:58,245,2,New,9.831
15110,1505.85,6,11/16/2011 11:16,23,2,New,15.0585
15111,2730.87,5,11/10/2011 16:58,28,2,New,27.3087
15112,209.4,1,4/7/2010 14:17,610,1,At Risk,2.094
15113,3608.94,3,11/30/2011 8:23,9,2,New,36.0894
15114,3400.12,12,11/9/2011 15:05,29,0,Mid-Tire,34.0012
15115,531.85,2,11/21/2011 14:59,17,2,New,5.3185
15116,1352.75,4,11/22/2011 12:25,17,2,New,13.5275
15117,2485.97,8,11/25/2011 8:12,14,0,Mid-Tire,24.8597
15118,244.8,1,7/28/2011 14:54,133,2,New,2.448
15119,266.4,1,4/8/2011 9:08,245,2,New,2.664
15120,358.82,1,7/29/2011 9:48,133,2,New,3.5882
15121,457.72,2,10/20/2011 14:51,49,2,New,4.5772
15122,4497.47,11,8/17/2011 16:48,113,0,Mid-Tire,44.9747
15123,4656.17,5,12/2/2011 13:12,6,2,New,46.5617
15124,450.82,4,11/17/2011 10:09,22,2,New,4.5082
15126,449.49,2,6/21/2010 12:31,536,1,At Risk,4.4949
15127,711.5,2,10/5/2011 10:30,65,2,New,7.115
15128,1783.68,5,10/10/2011 13:54,59,2,New,17.8368
15130,330.11,1,6/23/2011 10:15,169,2,New,3.3011
15131,80.28,1,11/10/2010 12:07,394,1,At Risk,0.8028
15132,977.93,5,11/21/2011 17:10,17,2,New,9.7793
15133,1806.9,5,8/4/2011 10:44,127,2,New,18.069
15134,1596.29,10,11/25/2011 8:55,14,0,Mid-Tire,15.9629
15135,305.68,2,4/14/2011 19:16,238,2,New,3.0568
15136,1286.7,4,12/7/2011 12:26,2,2,New,12.867
15137,823.4,2,7/7/2010 9:41,520,1,At Risk,8.234
15138,502.52,1,11/11/2010 9:16,393,1,At Risk,5.0252
15139,178.96,2,4/14/2011 11:39,239,2,New,1.7896
15140,3243.69,8,10/18/2011 14:07,51,0,Mid-Tire,32.4369
15141,1388.47,7,9/8/2010 11:33,457,1,At Risk,13.8847
15142,2619.92,6,10/24/2011 12:51,45,2,New,26.1992
15143,563.63,2,4/28/2011 12:03,225,2,New,5.6363
15145,1194.73,4,12/5/2011 17:21,3,2,New,11.9473
15146,1327.16,2,6/28/2011 12:09,164,2,New,13.2716
15147,623.5,1,4/13/2011 15:57,239,2,New,6.235
15148,301.29,1,11/29/2011 8:21,10,2,New,3.0129
15149,1524.61,4,7/29/2011 10:58,133,2,New,15.2461
15150,9001.08,13,11/22/2011 12:52,16,0,Mid-Tire,90.0108
15151,2085.61,2,10/12/2010 16:37,422,1,At Risk,20.8561
15152,5263.83,14,11/30/2011 12:32,9,0,Mid-Tire,52.6383
15153,329.25,1,11/8/2011 17:09,30,2,New,3.2925
15154,1388.41,3,9/25/2011 16:05,74,2,New,13.8841
15155,383.97,1,11/21/2010 12:59,382,1,At Risk,3.8397
15156,961.49,3,12/8/2011 18:22,0,2,New,9.6149
15157,2654.11,5,12/6/2011 11:28,3,2,New,26.5411
15158,606.02,2,10/25/2011 13:53,44,2,New,6.0602
15160,589.27,4,12/17/2010 14:15,356,1,At Risk,5.8927
15161,119.92,1,11/16/2010 16:08,387,1,At Risk,1.1992
15162,312.9,1,12/8/2009 13:14,730,1,At Risk,3.129
15163,304.47,2,11/21/2011 13:10,17,2,New,3.0447
15164,2068.92,9,10/2/2011 12:05,68,0,Mid-Tire,20.6892
15165,975.5,1,12/1/2010 14:03,372,1,At Risk,9.755
15166,167.16,1,8/29/2010 12:31,467,1,At Risk,1.6716
15167,1659.67,5,1/23/2011 12:41,320,1,At Risk,16.5967
15168,106.56,1,11/14/2011 11:26,25,2,New,1.0656
15169,569.22,2,11/22/2010 13:04,381,1,At Risk,5.6922
15170,81.15,1,10/29/2010 10:34,406,1,At Risk,0.8115
15171,1289.5,1,1/12/2011 15:36,330,1,At Risk,12.895
15172,1624.05,5,12/1/2011 11:51,8,2,New,16.2405
15173,1494.6,7,11/24/2010 10:21,380,1,At Risk,14.946
15174,481.46,2,1/21/2011 9:06,322,1,At Risk,4.8146
15175,224.14,1,9/29/2011 11:31,71,2,New,2.2414
15176,988.04,1,2/10/2010 10:36,667,1,At Risk,9.8804
15177,948.93,1,10/10/2010 12:48,425,1,At Risk,9.4893
15178,40.5,1,3/24/2011 15:12,259,2,New,0.405
15179,7491.92,13,11/21/2011 12:53,17,0,Mid-Tire,74.9192
15180,904.43,3,12/7/2010 14:57,366,1,At Risk,9.0443
15181,1200.2,5,10/4/2011 13:58,65,2,New,12.002
15182,2998.952,11,7/8/2011 13:37,153,0,Mid-Tire,29.98952
15183,639.93,3,6/10/2010 10:43,547,1,At Risk,6.3993
15184,689.95,4,11/10/2011 13:41,28,2,New,6.8995
15185,310.62,1,9/30/2011 14:06,69,2,New,3.1062
15186,1403.2,5,11/25/2011 14:58,13,2,New,14.032
15187,4762.18,15,12/8/2011 11:56,1,0,Mid-Tire,47.6218
15188,310.43,1,12/14/2009 13:30,724,1,At Risk,3.1043
15190,834.44,1,10/1/2010 13:09,433,1,At Risk,8.3444
15191,588.05,3,9/2/2010 15:37,462,1,At Risk,5.8805
15192,1981.39,5,8/12/2011 11:41,119,2,New,19.8139
15193,499.32,1,10/10/2011 8:23,60,2,New,4.9932
15195,3861,1,12/7/2011 12:20,2,2,New,38.61
15196,316.25,2,10/3/2010 10:50,432,1,At Risk,3.1625
15197,1877.51,6,11/29/2011 10:00,10,2,New,18.7751
15198,571.35,5,9/8/2011 14:42,91,2,New,5.7135
15199,3122.4,10,10/11/2011 15:12,58,0,Mid-Tire,31.224
15200,549.05,1,8/2/2010 9:38,494,1,At Risk,5.4905
15201,1842.95,7,9/13/2011 14:53,86,2,New,18.4295
15203,4400.18,15,11/14/2011 8:16,25,0,Mid-Tire,44.0018
15204,316.58,1,12/17/2010 13:49,356,1,At Risk,3.1658
15205,653.24,2,9/15/2011 19:36,84,2,New,6.5324
15206,420.3,4,11/29/2011 13:41,9,2,New,4.203
15207,683.92,3,10/19/2010 13:29,415,1,At Risk,6.8392
15208,970.52,6,12/8/2011 17:24,0,2,New,9.7052
15209,178.98,1,12/9/2009 17:26,729,1,At Risk,1.7898
15210,1176.19,3,4/28/2011 16:11,224,2,New,11.7619
15211,1277.48,2,10/10/2011 13:31,59,2,New,12.7748
15212,208.28,2,4/12/2011 13:45,240,2,New,2.0828
15213,328.35,2,1/25/2011 12:21,318,1,At Risk,3.2835
15214,1661.44,8,12/8/2011 12:07,1,0,Mid-Tire,16.6144
