Customer ID,Monetary,Frequency,LastInvoiceDate,Recency,R,F,M,RFM_Segment,RFM_Score,RFM_Segment_label
13244.0,121.74000000000001,1,2011-09-08 11:46:00,92,3,1,1,311,5,At risk
13245.0,989.22,2,2011-10-20 11:40:00,50,3,2,3,323,8,Mid-tire
13246.0,3387.43,11,2011-11-21 16:50:00,17,4,4,4,444,12,Champion
13247.0,501.12,4,2011-11-22 10:59:00,17,4,3,2,432,9,Lost
13248.0,465.68,2,2011-08-07 12:40:00,124,2,2,2,222,6,Mid-tire
13249.0,1608.93,9,2011-09-08 13:26:00,91,3,4,3,343,10,Champion
13250.0,256.04,2,2010-09-05 11:33:00,460,1,2,1,121,4,At risk
13251.0,252.68,1,2010-11-02 13:20:00,401,1,1,1,111,3,Lost
13252.0,399.3,2,2010-11-10 16:00:00,393,1,2,2,122,5,At risk
13253.0,2951.11,4,2011-07-06 10:09:00,156,2,3,4,234,9,Lost
13254.0,51.410000000000004,1,2010-11-28 15:42:00,375,2,1,1,211,4,At risk
13255.0,904.46,3,2011-11-30 13:14:00,8,4,2,3,423,9,Lost
13257.0,149.75,1,2010-09-29 14:58:00,435,1,1,1,111,3,Lost
13258.0,1035.18,5,2011-11-28 09:31:00,11,4,3,3,433,10,Champion
13259.0,1429.63,9,2011-10-09 10:48:00,61,3,4,3,343,10,Champion
13260.0,557.62,1,2011-10-09 13:21:00,60,3,1,2,312,6,New customer
13261.0,944.1,2,2011-03-16 12:22:00,268,2,2,3,223,7,Mid-tire
13262.0,573.45,3,2011-03-21 15:06:00,262,2,2,2,222,6,Mid-tire
13263.0,8679.47,38,2011-12-08 13:59:00,0,4,4,4,444,12,Champion
13264.0,722.5600000000001,1,2010-09-23 12:42:00,442,1,1,2,112,4,At risk
13265.0,2107.66,5,2011-10-17 15:02:00,52,3,3,3,333,9,Lost
13266.0,6135.04,19,2011-11-28 14:39:00,10,4,4,4,444,12,Champion
13267.0,9758.26,36,2011-12-07 11:12:00,2,4,4,4,444,12,Champion
13268.0,3192.65,10,2011-11-22 11:34:00,17,4,4,4,444,12,Champion
13269.0,8891.7,28,2011-12-08 14:53:00,0,4,4,4,444,12,Champion
13270.0,1180.0,1,2010-12-08 14:53:00,365,2,1,3,213,6,New customer
13271.0,217.38,1,2011-11-02 14:31:00,36,3,1,1,311,5,At risk
13272.0,276.56,2,2011-11-08 14:00:00,30,3,2,1,321,6,Mid-tire
13273.0,138.98,1,2011-08-18 14:02:00,112,2,1,1,211,4,At risk
13274.0,360.85,1,2010-10-26 13:48:00,408,1,1,2,112,4,At risk
13275.0,241.66,2,2010-11-21 12:09:00,383,1,2,1,121,4,At risk
13276.0,1939.26,5,2011-10-07 12:44:00,63,3,3,3,333,9,Lost
13277.0,523.3,7,2011-11-24 09:21:00,15,4,3,2,432,9,Lost
13278.0,1425.35,4,2011-10-30 11:49:00,40,3,3,3,333,9,Lost
13279.0,137.75,1,2011-09-22 17:24:00,77,3,1,1,311,5,At risk
13280.0,2322.63,7,2011-08-09 13:14:00,121,2,3,4,234,9,Lost
13281.0,350.85,1,2010-09-26 16:03:00,438,1,1,2,112,4,At risk
13282.0,1313.19,4,2011-11-21 15:33:00,17,4,3,3,433,10,Champion
13283.0,373.36,4,2011-10-11 09:50:00,59,3,3,2,332,8,Mid-tire
13284.0,201.19,1,2011-01-13 09:23:00,330,2,1,1,211,4,At risk
13285.0,3364.59,6,2011-11-16 13:19:00,22,4,3,4,434,11,Champion
13286.0,734.91,1,2010-04-18 15:35:00,599,1,1,2,112,4,At risk
13287.0,781.59,3,2010-04-15 15:26:00,602,1,2,2,122,5,At risk
13288.0,927.61,5,2010-09-22 16:32:00,442,1,3,3,133,7,Mid-tire
13289.0,307.95,1,2009-12-16 11:53:00,723,1,1,1,111,3,Lost
13291.0,3320.84,11,2011-07-07 10:36:00,155,2,4,4,244,10,Champion
13292.0,994.51,5,2011-11-01 10:04:00,38,3,3,3,333,9,Lost
13293.0,1192.94,6,2010-11-12 13:28:00,391,1,3,3,133,7,Mid-tire
13294.0,1689.53,3,2011-06-03 08:54:00,189,2,2,3,223,7,Mid-tire
13295.0,1101.97,4,2010-12-15 11:21:00,359,2,3,3,233,8,Mid-tire
13296.0,792.51,6,2011-07-25 13:46:00,136,2,3,2,232,7,Mid-tire
13297.0,4368.62,7,2011-12-02 09:32:00,7,4,3,4,434,11,Champion
13298.0,360.0,1,2011-12-08 13:11:00,0,4,1,2,412,7,New customer
13299.0,1218.7,3,2011-03-16 12:55:00,267,2,2,3,223,7,Mid-tire
13300.0,1285.51,3,2011-06-23 13:09:00,168,2,2,3,223,7,Mid-tire
13301.0,600.19,4,2011-08-28 11:25:00,103,2,3,2,232,7,Mid-tire
13302.0,159.2,2,2011-07-07 17:56:00,154,2,2,1,221,5,At risk
13303.0,61.72,1,2010-11-04 14:55:00,399,1,1,1,111,3,Lost
13304.0,1217.99,4,2010-12-23 14:35:00,350,2,3,3,233,8,Mid-tire
13305.0,3754.71,16,2011-12-05 15:15:00,3,4,4,4,444,12,Champion
13306.0,53.65,1,2010-10-05 14:55:00,429,1,1,1,111,3,Lost
13307.0,273.34,3,2011-08-11 17:14:00,119,2,2,1,221,5,At risk
13308.0,1670.3700000000001,4,2011-11-17 09:31:00,22,4,3,3,433,10,Champion
13309.0,1706.3700000000001,6,2011-12-02 16:34:00,6,4,3,3,433,10,Champion
13310.0,1541.2,5,2011-11-11 17:23:00,27,3,3,3,333,9,Lost
13311.0,598.57,2,2011-12-05 12:55:00,3,4,2,2,422,8,Mid-tire
13312.0,124.75,1,2010-09-14 14:36:00,450,1,1,1,111,3,Lost
13313.0,3445.32,12,2011-11-17 16:48:00,21,4,4,4,444,12,Champion
13314.0,775.94,3,2011-12-08 12:29:00,1,4,2,2,422,8,Mid-tire
13315.0,310.26,1,2010-01-19 15:34:00,688,1,1,1,111,3,Lost
13316.0,13191.57,10,2011-11-02 13:40:00,36,3,4,4,344,11,Champion
13317.0,6486.091,19,2011-10-04 13:35:00,65,3,4,4,344,11,Champion
13318.0,640.76,3,2011-12-08 18:51:00,0,4,2,2,422,8,Mid-tire
13319.0,22082.5,58,2011-12-04 13:34:00,4,4,4,4,444,12,Champion
13320.0,2228.1,6,2011-09-22 18:07:00,77,3,3,3,333,9,Lost
13321.0,567.36,2,2011-09-28 15:24:00,71,3,2,2,322,7,Mid-tire
13322.0,199.48000000000002,1,2011-11-22 14:21:00,16,4,1,1,411,6,New customer
13323.0,787.85,5,2011-12-06 17:12:00,2,4,3,2,432,9,Lost
13324.0,10513.47,18,2011-11-03 16:28:00,35,3,4,4,344,11,Champion
13325.0,675.3,1,2011-09-19 10:36:00,81,3,1,2,312,6,New customer
13326.0,281.76,1,2010-10-03 16:00:00,431,1,1,1,111,3,Lost
13327.0,9797.87,19,2011-11-01 10:21:00,38,3,4,4,344,11,Champion
13328.0,1308.48,1,2011-01-27 15:22:00,315,2,1,3,213,6,New customer
13329.0,5112.97,8,2011-11-08 10:29:00,31,3,4,4,344,11,Champion
13330.0,2806.18,6,2011-09-08 12:27:00,92,3,3,4,334,10,Champion
13331.0,262.4,1,2010-11-03 08:04:00,401,1,1,1,111,3,Lost
13332.0,350.9,1,2011-11-25 13:30:00,13,4,1,2,412,7,New customer
13333.0,1015.74,3,2010-10-24 13:24:00,410,1,2,3,123,6,Mid-tire
13334.0,6263.75,5,2011-09-18 15:21:00,81,3,3,4,334,10,Champion
13336.0,795.12,1,2011-09-23 14:05:00,76,3,1,2,312,6,New customer
13337.0,1575.26,1,2010-06-11 13:27:00,545,1,1,3,113,5,At risk
13338.0,2345.62,4,2011-07-05 09:06:00,157,2,3,4,234,9,Lost
13339.0,860.12,1,2011-05-23 08:31:00,200,2,1,2,212,5,At risk
13340.0,22100.56,12,2011-10-25 13:15:00,44,3,4,4,344,11,Champion
13341.0,775.85,1,2011-03-24 09:50:00,260,2,1,2,212,5,At risk
13343.0,303.43,1,2011-06-15 12:24:00,177,2,1,1,211,4,At risk
13344.0,2543.72,3,2011-10-03 09:45:00,67,3,2,4,324,9,Lost
13345.0,339.5,1,2011-02-25 09:01:00,287,2,1,1,211,4,At risk
13346.0,299.4,6,2010-09-03 11:41:00,462,1,3,1,131,5,At risk
13347.0,291.36,1,2011-09-30 13:28:00,69,3,1,1,311,5,At risk
13348.0,233.76,1,2011-10-06 17:28:00,63,3,1,1,311,5,At risk
13349.0,197.32,1,2011-11-29 08:07:00,10,4,1,1,411,6,New customer
13350.0,879.12,2,2011-11-23 16:33:00,15,4,2,2,422,8,Mid-tire
13351.0,323.94,1,2011-10-04 12:55:00,65,3,1,1,311,5,At risk
13352.0,347.97999999999996,1,2011-10-10 13:55:00,59,3,1,2,312,6,New customer
13354.0,743.53,1,2011-09-29 13:17:00,70,3,1,2,312,6,New customer
13355.0,674.7,1,2011-08-09 14:48:00,121,2,1,2,212,5,At risk
13356.0,768.24,1,2011-09-20 14:33:00,79,3,1,2,312,6,New customer
13357.0,3817.36,5,2011-03-27 13:56:00,256,2,3,4,234,9,Lost
13358.0,389.03,1,2011-03-16 11:52:00,268,2,1,2,212,5,At risk
13359.0,943.3100000000001,2,2011-10-07 09:30:00,63,3,2,3,323,8,Mid-tire
13360.0,1503.65,4,2010-10-04 12:37:00,431,1,3,3,133,7,Mid-tire
13361.0,1450.5,2,2010-08-24 14:56:00,471,1,2,3,123,6,Mid-tire
13362.0,5394.07,7,2011-11-30 14:41:00,8,4,3,4,434,11,Champion
13363.0,1623.86,3,2011-11-22 12:40:00,17,4,2,3,423,9,Lost
13364.0,134.95999999999998,1,2011-09-29 18:13:00,70,3,1,1,311,5,At risk
13365.0,2225.37,2,2011-11-06 12:36:00,33,3,2,3,323,8,Mid-tire
13366.0,56.160000000000004,1,2011-10-20 13:37:00,49,3,1,1,311,5,At risk
13367.0,460.20000000000005,1,2010-10-04 10:00:00,431,1,1,2,112,4,At risk
13368.0,1021.5,4,2011-03-28 09:59:00,256,2,3,3,233,8,Mid-tire
13369.0,516.5600000000001,1,2010-12-09 11:30:00,365,2,1,2,212,5,At risk
13370.0,1509.74,1,2010-12-03 10:26:00,371,2,1,3,213,6,New customer
13371.0,2297.66,2,2010-07-22 17:33:00,504,1,2,4,124,7,Mid-tire
13372.0,328.64,1,2011-09-11 12:46:00,89,3,1,1,311,5,At risk
13373.0,7587.1900000000005,6,2011-10-10 10:51:00,60,3,3,4,334,10,Champion
13374.0,372.8,2,2010-10-21 10:04:00,414,1,2,2,122,5,At risk
13375.0,1792.23,2,2011-09-12 10:19:00,88,3,2,3,323,8,Mid-tire
13376.0,869.76,3,2011-09-01 16:16:00,98,2,2,2,222,6,Mid-tire
13377.0,1452.88,2,2010-11-08 12:20:00,396,1,2,3,123,6,Mid-tire
13379.0,572.56,3,2011-11-13 13:45:00,25,3,2,2,322,7,Mid-tire
13380.0,62.4,1,2010-10-03 10:18:00,432,1,1,1,111,3,Lost
13381.0,8224.37,12,2011-11-08 11:58:00,31,3,4,4,344,11,Champion
13382.0,1387.58,5,2011-03-04 10:03:00,280,2,3,3,233,8,Mid-tire
13383.0,305.28000000000003,1,2010-06-14 11:45:00,543,1,1,1,111,3,Lost
13384.0,6680.83,11,2011-11-09 11:04:00,30,3,4,4,344,11,Champion
13385.0,534.57,1,2011-01-14 09:52:00,329,2,1,2,212,5,At risk
13386.0,835.46,2,2010-10-21 12:52:00,413,1,2,2,122,5,At risk
13387.0,184.34,1,2010-10-18 14:07:00,416,1,1,1,111,3,Lost
13388.0,1185.65,3,2011-07-31 12:52:00,130,2,2,3,223,7,Mid-tire
13389.0,797.96,3,2011-11-28 14:01:00,10,4,2,2,422,8,Mid-tire
13390.0,544.08,1,2011-09-26 08:38:00,74,3,1,2,312,6,New customer
13391.0,59.8,1,2011-05-20 10:50:00,203,2,1,1,211,4,At risk
13392.0,91.14,1,2010-01-31 13:34:00,676,1,1,1,111,3,Lost
13393.0,1131.45,4,2010-05-05 09:34:00,583,1,3,3,133,7,Mid-tire
13394.0,6621.7,19,2011-12-08 11:36:00,1,4,4,4,444,12,Champion
13395.0,1180.23,3,2011-06-07 15:04:00,184,2,2,3,223,7,Mid-tire
13396.0,1360.99,2,2011-11-10 16:59:00,28,3,2,3,323,8,Mid-tire
13397.0,3191.87,10,2011-09-28 10:56:00,72,3,4,4,344,11,Champion
13398.0,670.34,2,2011-05-31 13:17:00,191,2,2,2,222,6,Mid-tire
13399.0,275.4,3,2010-09-01 13:59:00,463,1,2,1,121,4,At risk
13400.0,310.83,1,2010-05-06 09:00:00,582,1,1,1,111,3,Lost
13402.0,1535.13,4,2011-08-04 15:51:00,126,2,3,3,233,8,Mid-tire
13403.0,229.5,3,2011-11-22 08:28:00,17,4,2,1,421,7,Mid-tire
13404.0,252.49,2,2011-12-08 15:37:00,0,4,2,1,421,7,Mid-tire
13405.0,1198.81,5,2011-05-19 16:31:00,203,2,3,3,233,8,Mid-tire
13406.0,568.92,2,2010-10-08 14:44:00,426,1,2,2,122,5,At risk
13407.0,2244.7,3,2010-05-10 12:41:00,578,1,2,3,123,6,Mid-tire
13408.0,51733.462,106,2011-12-08 09:05:00,1,4,4,4,444,12,Champion
13410.0,2201.96,9,2011-11-15 15:33:00,23,4,4,3,443,11,Champion
13411.0,213.55,1,2011-08-24 13:57:00,106,2,1,1,211,4,At risk
13412.0,487.34999999999997,1,2010-03-29 16:28:00,619,1,1,2,112,4,At risk
13413.0,429.44,6,2010-03-10 12:17:00,639,1,3,2,132,6,Mid-tire
13414.0,2494.14,6,2011-07-29 11:45:00,133,2,3,4,234,9,Lost
13415.0,800.67,4,2010-08-24 11:38:00,472,1,3,2,132,6,Mid-tire
13416.0,940.8000000000001,3,2011-10-27 08:56:00,43,3,2,3,323,8,Mid-tire
13417.0,1669.49,6,2011-12-05 08:49:00,4,4,3,3,433,10,Champion
13418.0,12233.6,31,2011-11-28 10:23:00,11,4,4,4,444,12,Champion
13419.0,221.06,1,2011-10-07 12:49:00,63,3,1,1,311,5,At risk
13420.0,159.85,2,2011-07-13 08:48:00,149,2,2,1,221,5,At risk
13421.0,4092.62,8,2011-10-30 14:21:00,39,3,4,4,344,11,Champion
13422.0,2626.3,1,2011-10-06 13:42:00,63,3,1,4,314,8,New customer
13423.0,217.03,1,2010-10-07 09:02:00,428,1,1,1,111,3,Lost
13424.0,572.77,1,2010-09-16 10:49:00,449,1,1,2,112,4,At risk
13425.0,3403.63,5,2011-08-23 17:13:00,107,2,3,4,234,9,Lost
13426.0,8167.38,22,2011-12-09 08:59:00,0,4,4,4,444,12,Champion
13427.0,1006.53,6,2011-11-20 13:02:00,18,4,3,3,433,10,Champion
13428.0,499.98,3,2011-11-29 14:20:00,9,4,2,2,422,8,Mid-tire
13429.0,1006.8,4,2011-11-29 09:10:00,10,4,3,3,433,10,Champion
13430.0,679.45,2,2011-11-21 08:19:00,18,4,2,2,422,8,Mid-tire
13431.0,3316.24,8,2011-10-03 13:49:00,66,3,4,4,344,11,Champion
13432.0,436.55,2,2010-05-17 13:18:00,570,1,2,2,122,5,At risk
13433.0,658.3199999999999,4,2010-07-26 16:55:00,500,1,3,2,132,6,Mid-tire
13434.0,1666.8600000000001,5,2011-09-26 14:30:00,73,3,3,3,333,9,Lost
13435.0,4475.2300000000005,9,2011-12-04 14:45:00,4,4,4,4,444,12,Champion
13436.0,196.89,1,2011-12-08 10:33:00,1,4,1,1,411,6,New customer
13437.0,3408.06,7,2011-11-25 14:00:00,13,4,3,4,434,11,Champion
13438.0,46.5,1,2010-06-10 18:46:00,546,1,1,1,111,3,Lost
13439.0,986.61,3,2011-03-29 14:20:00,254,2,2,3,223,7,Mid-tire
13440.0,1295.25,7,2010-10-12 13:11:00,422,1,3,3,133,7,Mid-tire
13441.0,720.9,2,2011-09-09 09:38:00,91,3,2,2,322,7,Mid-tire
13442.0,419.87,3,2010-02-10 14:03:00,666,1,2,2,122,5,At risk
13443.0,1276.3700000000001,6,2010-09-17 12:31:00,448,1,3,3,133,7,Mid-tire
13444.0,631.6800000000001,2,2010-11-30 13:02:00,373,2,2,2,222,6,Mid-tire
13445.0,241.89999999999998,1,2010-03-23 15:34:00,625,1,1,1,111,3,Lost
13446.0,3881.89,11,2010-10-05 18:51:00,429,1,4,4,144,9,Lost
13447.0,1129.14,3,2011-11-16 13:38:00,22,4,2,3,423,9,Lost
13448.0,8881.16,12,2011-11-23 12:33:00,16,4,4,4,444,12,Champion
13449.0,291.88,1,2011-11-16 08:28:00,23,4,1,1,411,6,New customer
13450.0,4120.04,13,2011-11-13 11:54:00,26,3,4,4,344,11,Champion
13451.0,7189.78,11,2011-11-13 15:58:00,25,3,4,4,344,11,Champion
13452.0,729.8,3,2011-03-25 14:19:00,258,2,2,2,222,6,Mid-tire
13453.0,781.6899999999999,3,2011-06-27 09:34:00,165,2,2,2,222,6,Mid-tire
13454.0,219.87,1,2010-03-08 14:40:00,640,1,1,1,111,3,Lost
13455.0,2905.93,6,2011-11-15 11:21:00,24,4,3,4,434,11,Champion
13456.0,1766.72,6,2011-11-22 09:18:00,17,4,3,3,433,10,Champion
13457.0,148.22,2,2010-01-20 08:48:00,688,1,2,1,121,4,At risk
13458.0,11959.27,16,2011-12-02 15:29:00,6,4,4,4,444,12,Champion
13459.0,1160.4099999999999,2,2010-03-25 10:24:00,624,1,2,3,123,6,Mid-tire
13460.0,183.44,2,2011-11-10 17:17:00,28,3,2,1,321,6,Mid-tire
13461.0,4160.0,6,2011-11-01 09:01:00,38,3,3,4,334,10,Champion
13462.0,1153.85,5,2011-04-01 11:20:00,252,2,3,3,233,8,Mid-tire
13464.0,3097.64,6,2011-10-12 15:01:00,57,3,3,4,334,10,Champion
13465.0,931.12,2,2010-09-19 15:13:00,445,1,2,3,123,6,Mid-tire
13466.0,1013.35,5,2011-06-08 16:39:00,183,2,3,3,233,8,Mid-tire
13467.0,1083.71,2,2011-11-29 10:01:00,10,4,2,3,423,9,Lost
13468.0,13390.51,72,2011-12-08 10:39:00,1,4,4,4,444,12,Champion
13469.0,82.4,1,2010-02-24 15:03:00,652,1,1,1,111,3,Lost
13470.0,165.0,2,2011-09-01 14:57:00,98,2,2,1,221,5,At risk
13471.0,2531.58,4,2011-12-08 15:44:00,0,4,3,4,434,11,Champion
13472.0,592.24,2,2010-09-02 09:41:00,463,1,2,2,122,5,At risk
13473.0,2657.7599999999998,8,2011-10-10 11:20:00,60,3,4,4,344,11,Champion
13474.0,663.79,3,2011-04-17 13:53:00,235,2,2,2,222,6,Mid-tire
13475.0,1431.78,4,2011-06-01 13:52:00,190,2,3,3,233,8,Mid-tire
13476.0,2061.4700000000003,5,2011-06-14 12:00:00,178,2,3,3,233,8,Mid-tire
13477.0,2834.17,11,2011-11-02 12:04:00,37,3,4,4,344,11,Champion
13478.0,2215.78,5,2010-08-27 13:23:00,468,1,3,3,133,7,Mid-tire
13479.0,851.37,4,2011-05-23 10:45:00,200,2,3,2,232,7,Mid-tire
13480.0,627.82,2,2010-10-19 11:53:00,416,1,2,2,122,5,At risk
13481.0,3830.84,11,2011-10-25 09:07:00,45,3,4,4,344,11,Champion
13482.0,336.09,2,2011-04-21 17:03:00,231,2,2,1,221,5,At risk
13483.0,140.34,1,2011-10-05 11:53:00,65,3,1,1,311,5,At risk
13484.0,790.72,3,2011-04-12 16:30:00,240,2,2,2,222,6,Mid-tire
13485.0,3015.2200000000003,11,2011-04-20 13:58:00,232,2,4,4,244,10,Champion
13486.0,1122.41,3,2011-09-22 13:13:00,77,3,2,3,323,8,Mid-tire
13487.0,846.87,5,2011-10-13 12:07:00,57,3,3,2,332,8,Mid-tire
13488.0,15587.88,23,2011-11-22 14:41:00,16,4,4,4,444,12,Champion
13489.0,449.52,4,2011-08-26 13:16:00,104,2,3,2,232,7,Mid-tire
13490.0,154.25,1,2010-02-23 14:48:00,653,1,1,1,111,3,Lost
13491.0,4566.56,27,2011-10-19 08:32:00,51,3,4,4,344,11,Champion
13492.0,1269.84,3,2011-07-26 14:25:00,135,2,2,3,223,7,Mid-tire
13493.0,498.63,2,2011-03-09 15:35:00,274,2,2,2,222,6,Mid-tire
13494.0,316.26000000000005,1,2011-02-01 11:58:00,311,2,1,1,211,4,At risk
13495.0,5374.26,10,2011-12-02 11:21:00,7,4,4,4,444,12,Champion
13496.0,653.33,2,2011-11-29 10:58:00,10,4,2,2,422,8,Mid-tire
13497.0,1320.33,6,2011-03-02 09:04:00,282,2,3,3,233,8,Mid-tire
13498.0,327.38,1,2009-12-09 15:26:00,729,1,1,1,111,3,Lost
13499.0,1159.11,5,2011-11-22 11:21:00,17,4,3,3,433,10,Champion
13500.0,1466.3,4,2011-11-16 15:35:00,22,4,3,3,433,10,Champion
13501.0,2885.11,3,2011-02-24 18:59:00,287,2,2,4,224,8,Mid-tire
13502.0,780.5,5,2011-11-23 10:39:00,16,4,3,2,432,9,Lost
13503.0,1824.19,5,2011-09-29 13:23:00,70,3,3,3,333,9,Lost
13504.0,295.93,1,2011-10-06 13:20:00,63,3,1,1,311,5,At risk
13505.0,3633.63,4,2011-09-28 11:56:00,72,3,3,4,334,10,Champion
13506.0,1639.2,5,2011-01-27 13:53:00,315,2,3,3,233,8,Mid-tire
13507.0,2479.16,4,2011-12-06 13:13:00,2,4,3,4,434,11,Champion
13508.0,287.05,2,2011-04-10 11:58:00,243,2,2,1,221,5,At risk
13509.0,1099.72,7,2011-12-01 10:10:00,8,4,3,3,433,10,Champion
13510.0,4558.29,11,2011-12-08 13:46:00,0,4,4,4,444,12,Champion
13511.0,282.76,1,2010-02-01 12:10:00,676,1,1,1,111,3,Lost
13512.0,713.39,4,2011-03-24 10:03:00,260,2,3,2,232,7,Mid-tire
13513.0,824.59,3,2011-08-05 11:50:00,126,2,2,2,222,6,Mid-tire
13514.0,815.9000000000001,4,2011-09-27 09:39:00,73,3,3,2,332,8,Mid-tire
13515.0,1265.82,6,2011-09-28 11:26:00,72,3,3,3,333,9,Lost
13516.0,1685.26,4,2011-11-18 13:15:00,20,4,3,3,433,10,Champion
13517.0,2128.42,3,2011-10-11 11:43:00,59,3,2,3,323,8,Mid-tire
13518.0,659.4399999999999,1,2011-09-15 10:29:00,85,3,1,2,312,6,New customer
13519.0,343.21,2,2011-09-22 18:24:00,77,3,2,1,321,6,Mid-tire
13520.0,5669.4,11,2011-10-12 10:20:00,58,3,4,4,344,11,Champion
13521.0,1092.39,3,2011-12-08 13:50:00,0,4,2,3,423,9,Lost
13522.0,125.80000000000001,1,2011-11-09 15:11:00,29,3,1,1,311,5,At risk
13523.0,5101.52,6,2011-11-06 15:11:00,32,3,3,4,334,10,Champion
13524.0,680.1800000000001,5,2011-10-30 12:34:00,40,3,3,2,332,8,Mid-tire
13525.0,628.78,2,2011-11-25 12:01:00,14,4,2,2,422,8,Mid-tire
13526.0,1182.0,2,2009-12-01 13:13:00,737,1,2,3,123,6,Mid-tire
13527.0,4683.74,12,2011-11-06 12:04:00,33,3,4,4,344,11,Champion
13529.0,307.76,2,2011-09-22 09:15:00,78,3,2,1,321,6,Mid-tire
13530.0,402.97999999999996,1,2010-03-15 14:10:00,633,1,1,2,112,4,At risk
13531.0,1738.52,6,2011-05-18 16:56:00,204,2,3,3,233,8,Mid-tire
13532.0,210.31,1,2011-11-06 12:25:00,33,3,1,1,311,5,At risk
13533.0,270.79,3,2011-06-10 11:54:00,182,2,2,1,221,5,At risk
13534.0,7720.9,35,2011-12-07 14:52:00,1,4,4,4,444,12,Champion
13535.0,89.5,1,2010-11-02 11:49:00,402,1,1,1,111,3,Lost
13536.0,3448.29,7,2011-12-08 16:38:00,0,4,3,4,434,11,Champion
13537.0,717.85,2,2010-10-10 12:45:00,425,1,2,2,122,5,At risk
13538.0,3112.73,12,2011-10-27 16:34:00,42,3,4,4,344,11,Champion
13539.0,1569.3600000000001,7,2011-09-15 10:18:00,85,3,3,3,333,9,Lost
13540.0,632.39,3,2010-08-29 14:20:00,466,1,2,2,122,5,At risk
13541.0,785.25,2,2010-10-08 16:37:00,426,1,2,2,122,5,At risk
13542.0,4006.17,17,2010-11-28 11:24:00,376,2,4,4,244,10,Champion
13543.0,1439.6100000000001,2,2010-03-15 13:34:00,633,1,2,3,123,6,Mid-tire
13544.0,829.0,6,2011-10-31 11:57:00,39,3,3,2,332,8,Mid-tire
13545.0,374.64,2,2010-11-14 11:27:00,390,1,2,2,122,5,At risk
13546.0,1092.14,5,2011-11-27 14:50:00,11,4,3,3,433,10,Champion
13547.0,172.98,1,2010-10-27 14:14:00,407,1,1,1,111,3,Lost
13548.0,908.99,3,2011-09-04 14:50:00,95,2,2,3,223,7,Mid-tire
13549.0,1005.8,8,2011-11-14 09:20:00,25,3,4,3,343,10,Champion
13550.0,349.51,1,2010-11-21 15:24:00,382,1,1,2,112,4,At risk
13551.0,244.2,2,2011-01-24 14:46:00,318,2,2,1,221,5,At risk
13552.0,6978.92,22,2011-10-04 15:19:00,65,3,4,4,344,11,Champion
13553.0,517.8,1,2010-02-03 12:21:00,674,1,1,2,112,4,At risk
13554.0,1638.28,7,2010-11-24 15:05:00,379,1,3,3,133,7,Mid-tire
13555.0,8999.19,13,2011-09-27 12:36:00,73,3,4,4,344,11,Champion
13556.0,200.82,2,2010-10-06 16:44:00,428,1,2,1,121,4,At risk
13557.0,3032.26,13,2011-11-11 15:24:00,27,3,4,4,344,11,Champion
13558.0,605.06,4,2011-12-04 11:24:00,5,4,3,2,432,9,Lost
13559.0,990.0,2,2010-07-15 09:52:00,512,1,2,3,123,6,Mid-tire
13560.0,174.37,1,2011-12-02 13:11:00,6,4,1,1,411,6,New customer
13561.0,1820.72,11,2011-05-08 12:39:00,215,2,4,3,243,9,Lost
13562.0,4838.18,8,2011-09-19 10:51:00,81,3,4,4,344,11,Champion
13563.0,777.53,2,2011-09-16 14:45:00,83,3,2,2,322,7,Mid-tire
13564.0,16630.8,36,2010-12-20 16:50:00,353,2,4,4,244,10,Champion
13565.0,414.8,3,2011-11-20 14:33:00,18,4,2,2,422,8,Mid-tire
13566.0,1704.27,5,2011-10-30 11:59:00,40,3,3,3,333,9,Lost
13567.0,1083.69,4,2010-10-07 12:51:00,427,1,3,3,133,7,Mid-tire
13568.0,192.85,1,2011-06-19 14:42:00,172,2,1,1,211,4,At risk
13569.0,892.28,4,2011-11-22 13:07:00,16,4,3,3,433,10,Champion
13570.0,239.49,1,2011-04-10 13:36:00,242,2,1,1,211,4,At risk
13571.0,4546.54,26,2011-11-27 10:47:00,12,4,4,4,444,12,Champion
13572.0,1384.25,1,2011-05-18 11:59:00,205,2,1,3,213,6,New customer
13573.0,915.02,6,2011-10-20 14:33:00,49,3,3,3,333,9,Lost
13574.0,421.25,1,2010-10-24 13:28:00,410,1,1,2,112,4,At risk
13575.0,732.0699999999999,5,2011-11-16 13:14:00,22,4,3,2,432,9,Lost
13576.0,11551.74,28,2011-11-29 15:34:00,9,4,4,4,444,12,Champion
13577.0,3484.28,11,2011-11-14 15:19:00,24,4,4,4,444,12,Champion
13578.0,147.66,1,2010-10-26 13:44:00,408,1,1,1,111,3,Lost
13579.0,1539.04,5,2011-11-25 08:41:00,14,4,3,3,433,10,Champion
13580.0,107.75,1,2010-10-29 15:01:00,405,1,1,1,111,3,Lost
13581.0,280.53000000000003,2,2011-02-03 14:41:00,308,2,2,1,221,5,At risk
13582.0,241.68,2,2010-11-15 11:34:00,389,1,2,1,121,4,At risk
13583.0,1445.031,2,2011-07-07 10:40:00,155,2,2,3,223,7,Mid-tire
13584.0,392.45,3,2011-02-06 12:49:00,306,2,2,2,222,6,Mid-tire
13585.0,684.54,3,2010-06-27 12:33:00,530,1,2,2,122,5,At risk
13586.0,131.53,1,2010-06-16 13:47:00,540,1,1,1,111,3,Lost
